timestamp,throughput,loss_rate,rtt
0,9.54,0.003,36.64
1,3.46,0.017,122.32
2,6.87,0.011,48.42
3,2.91,0.019,33.75
4,4.18,0.048,72.33
5,8.32,0.026,137.91
6,3.82,0.014,121.03
7,8.53,0.066,71.78
8,9.95,0.024,130.55
9,6.56,0.007,73.93
10,7.7,0.052,51.86
11,2.44,0.057,114.32
12,7.21,0.015,42.86
13,2.63,0.046,89.34
14,7.08,0.058,117.37
15,3.41,0.015,78.24
16,2.72,0.008,98.39
17,3.78,0.036,88.37
18,6.23,0.073,109.14
19,9.41,0.011,76.07
20,5.21,0.095,86.83
21,9.08,0.044,43.6
22,8.57,0.067,134.93
23,2.51,0.09,61.42
24,5.04,0.094,141.52
25,7.35,0.041,54.59
26,8.06,0.03,76.7
27,4.04,0.015,87.63
28,6.18,0.004,58.47
29,9.47,0.019,116.74
30,5.36,0.045,100.06
31,8.38,0.071,80.83
32,5.63,0.019,124.43
33,4.44,0.041,103.89
34,3.45,0.096,58.72
35,6.12,0.097,67.04
36,6.37,0.063,95.63
37,8.77,0.051,93.65
38,3.51,0.078,103.83
39,3.06,0.024,83.78
40,2.04,0.018,54.87
41,4.04,0.007,137.42
42,3.62,0.095,38.88
43,6.09,0.089,39.1
44,6.95,0.048,52.15
45,5.72,0.084,112.86
46,8.87,0.041,140.01
47,9.18,0.007,76.64
48,7.92,0.023,104.09
49,9.59,0.074,138.8
50,7.3,0.02,86.71
51,3.72,0.092,94.74
52,4.84,0.069,93.59
53,7.27,0.054,38.41
54,3.86,0.035,67.08
55,2.83,0.069,128.96
56,7.86,0.081,110.41
57,3.27,0.026,32.22
58,8.26,0.074,134.87
59,2.02,0.039,123.4
