timestamp,throughput,loss_rate,rtt
0,2.48,0.021,91.07
1,3.72,0.079,129.23
2,9.03,0.028,143.92
3,9.51,0.054,114.34
4,9.79,0.048,62.85
5,6.26,0.076,121.71
6,2.99,0.007,95.61
7,8.06,0.069,34.38
8,6.7,0.001,107.39
9,6.63,0.03,125.18
10,5.15,0.062,135.01
11,5.87,0.087,103.34
12,3.06,0.062,84.36
13,9.47,0.037,79.95
14,2.35,0.068,89.88
15,8.76,0.024,72.39
16,4.68,0.011,60.87
17,5.57,0.094,32.73
18,9.37,0.031,60.59
19,2.65,0.06,46.28
20,3.81,0.01,113.35
21,8.21,0.008,149.91
22,7.69,0.019,110.33
23,7.44,0.053,147.81
24,6.55,0.067,138.05
25,4.27,0.033,121.66
26,2.44,0.079,99.95
27,4.94,0.022,101.56
28,7.16,0.007,81.28
29,9.67,0.041,116.85
30,3.23,0.1,33.45
31,9.89,0.083,54.68
32,5.98,0.065,84.36
33,3.79,0.019,82.63
34,9.89,0.054,126.93
35,8.3,0.068,135.41
36,9.84,0.057,119.4
37,5.1,0.032,73.8
38,6.63,0.021,71.13
39,5.51,0.069,52.78
40,7.92,0.005,91.36
41,2.37,0.059,124.76
42,6.38,0.004,63.26
43,3.7,0.042,60.66
44,6.75,0.042,43.25
45,5.24,0.016,52.27
46,5.05,0.039,83.1
47,8.79,0.057,125.62
48,7.56,0.027,77.89
49,6.97,0.096,85.28
50,6.71,0.021,149.81
51,4.4,0.005,94.2
52,8.09,0.007,109.88
53,2.2,0.051,97.57
54,5.07,0.071,117.79
55,7.29,0.016,34.64
56,6.39,0.08,84.07
57,5.77,0.049,149.65
58,6.03,0.066,93.75
59,3.02,0.004,104.55
