timestamp,throughput,loss_rate,rtt
0,8.1,0.034,133.42
1,2.43,0.04,82.44
2,6.11,0.055,51.55
3,6.41,0.02,57.11
4,4.56,0.025,59.97
5,7.99,0.033,138.58
6,6.36,0.078,94.99
7,6.27,0.047,93.85
8,9.7,0.057,117.83
9,7.26,0.009,98.39
10,7.51,0.024,138.51
11,2.75,0.077,127.82
12,6.75,0.032,48.58
13,5.1,0.084,69.54
14,7.03,0.003,114.74
15,6.95,0.093,118.45
16,6.05,0.076,63.34
17,2.95,0.02,57.37
18,2.52,0.049,69.14
19,6.11,0.039,55.94
20,7.2,0.099,91.19
21,2.75,0.095,141.58
22,9.12,0.006,129.24
23,5.06,0.028,86.47
24,4.56,0.069,130.06
25,7.75,0.08,142.64
26,5.39,0.093,114.26
27,9.39,0.058,120.91
28,7.79,0.042,106.75
29,2.7,0.079,65.96
30,4.46,0.087,35.9
31,2.32,0.045,52.49
32,6.88,0.069,149.85
33,2.54,0.013,148.75
34,5.44,0.011,45.97
35,9.87,0.079,63.95
36,5.08,0.039,127.02
37,6.43,0.041,37.63
38,2.44,0.089,42.4
39,2.1,0.043,50.14
40,7.76,0.078,36.04
41,5.91,0.097,51.16
42,4.64,0.028,42.77
43,3.07,0.088,58.57
44,7.81,0.024,55.51
45,5.65,0.042,73.75
46,3.36,0.097,49.2
47,5.43,0.081,114.17
48,4.6,0.029,80.69
49,5.09,0.063,34.99
50,9.04,0.037,64.69
51,7.01,0.017,111.55
52,7.55,0.03,106.23
53,7.25,0.053,82.42
54,2.6,0.023,126.5
55,3.46,0.007,80.29
56,4.12,0.072,85.87
57,7.49,0.034,45.13
58,9.78,0.042,66.45
59,8.64,0.058,90.8
