timestamp,throughput,loss_rate,rtt
0,2.28,0.066,96.31
1,5.42,0.029,72.51
2,7.61,0.081,145.18
3,5.32,0.031,88.39
4,6.26,0.005,140.96
5,8.74,0.024,108.71
6,8.5,0.051,71.62
7,5.43,0.037,47.94
8,8.35,0.033,145.78
9,6.3,0.003,132.49
10,2.96,0.017,136.67
11,6.68,0.08,112.19
12,5.14,0.098,109.3
13,7.8,0.014,129.47
14,4.33,0.051,137.43
15,5.72,0.092,70.99
16,9.25,0.01,71.05
17,3.13,0.084,137.21
18,7.8,0.033,48.12
19,3.2,0.061,122.81
20,2.89,0.061,74.05
21,3.85,0.095,71.75
22,9.98,0.024,62.46
23,4.05,0.058,67.69
24,5.01,0.097,40.53
25,6.43,0.071,101.0
26,6.21,0.033,91.93
27,8.9,0.009,73.41
28,8.44,0.014,61.93
29,2.82,0.066,119.89
30,3.5,0.084,59.2
31,3.15,0.044,115.7
32,2.76,0.09,47.36
33,7.45,0.055,134.23
34,8.7,0.017,111.2
35,4.62,0.001,118.06
36,5.02,0.069,61.14
37,3.88,0.061,57.24
38,9.51,0.051,35.33
39,8.2,0.056,64.54
40,2.69,0.021,52.68
41,3.47,0.042,40.75
42,5.14,0.055,37.16
43,7.08,0.07,114.25
44,8.72,0.0,58.83
45,4.35,0.033,68.95
46,6.59,0.019,143.66
47,2.24,0.043,98.88
48,7.02,0.019,99.54
49,7.02,0.096,77.95
50,2.06,0.024,84.48
51,3.85,0.035,140.24
52,4.83,0.02,115.19
53,3.09,0.074,69.99
54,9.56,0.051,85.39
55,7.16,0.01,143.42
56,7.51,0.031,80.02
57,5.47,0.004,103.72
58,7.37,0.007,58.32
59,4.11,0.094,88.71
