timestamp,throughput,loss_rate,rtt
0,2.8,0.068,44.16
1,5.91,0.07,102.75
2,3.22,0.018,65.43
3,3.66,0.075,100.62
4,6.51,0.058,93.62
5,5.09,0.037,81.27
6,9.37,0.031,130.58
7,2.61,0.037,34.81
8,6.32,0.054,83.31
9,6.36,0.071,147.07
10,7.09,0.048,139.13
11,8.63,0.096,116.46
12,3.25,0.074,112.34
13,3.34,0.013,42.76
14,9.0,0.042,139.59
15,5.44,0.044,31.5
16,8.36,0.077,92.57
17,7.4,0.074,106.9
18,8.45,0.039,59.76
19,7.96,0.082,143.16
20,8.58,0.049,90.47
21,2.61,0.066,126.34
22,6.0,0.085,142.93
23,7.88,0.056,85.09
24,9.74,0.027,67.58
25,5.04,0.04,120.43
26,6.82,0.016,80.61
27,2.4,0.058,86.4
28,6.82,0.042,90.04
29,6.82,0.088,93.24
30,3.88,0.003,96.54
31,3.84,0.068,35.61
32,6.98,0.004,116.4
33,3.0,0.023,81.89
34,5.13,0.078,60.78
35,2.23,0.085,112.13
36,2.24,0.041,59.24
37,6.66,0.074,52.52
38,3.13,0.091,38.27
39,5.07,0.037,108.02
40,3.16,0.049,148.16
41,8.65,0.014,44.26
42,6.85,0.041,100.1
43,6.41,0.088,90.06
44,4.54,0.051,41.89
45,3.84,0.05,140.91
46,2.86,0.051,36.77
47,7.96,0.008,113.54
48,7.14,0.096,139.3
49,5.86,0.042,95.69
50,5.72,0.028,63.97
51,6.08,0.073,49.13
52,6.41,0.064,79.81
53,8.34,0.005,43.14
54,3.52,0.042,76.44
55,4.0,0.05,62.62
56,2.03,0.037,88.48
57,6.83,0.046,43.9
58,3.72,0.029,94.22
59,6.33,0.031,96.48
