timestamp,throughput,loss_rate,rtt
0,8.27,0.047,102.52
1,2.22,0.011,137.51
2,8.04,0.013,132.7
3,6.84,0.064,49.85
4,8.4,0.006,136.99
5,5.02,0.091,135.49
6,5.43,0.051,32.34
7,5.65,0.007,32.93
8,9.87,0.081,98.13
9,4.94,0.006,82.72
10,8.99,0.049,114.69
11,6.24,0.029,111.18
12,3.37,0.013,149.62
13,7.04,0.007,90.84
14,3.51,0.063,68.25
15,2.85,0.081,133.58
16,2.69,0.038,42.67
17,7.28,0.049,113.46
18,3.49,0.006,51.79
19,8.56,0.058,121.51
20,7.83,0.044,102.63
21,3.4,0.006,81.9
22,5.44,0.016,72.53
23,9.38,0.099,53.54
24,4.56,0.005,31.39
25,7.61,0.055,73.87
26,5.75,0.029,111.25
27,2.18,0.05,108.3
28,2.36,0.073,146.14
29,2.71,0.016,48.34
30,7.41,0.096,125.02
31,2.95,0.046,98.53
32,8.43,0.092,104.07
33,7.42,0.014,95.67
34,7.89,0.031,56.54
35,3.96,0.076,148.83
36,9.56,0.072,35.15
37,8.6,0.064,131.59
38,9.0,0.019,67.02
39,2.67,0.062,119.6
40,8.73,0.037,147.68
41,4.01,0.054,124.48
42,7.89,0.038,42.53
43,3.31,0.023,52.66
44,5.83,0.027,99.74
45,7.59,0.07,132.45
46,2.35,0.066,114.04
47,8.31,0.085,140.69
48,7.32,0.051,135.2
49,2.52,0.049,39.31
50,3.17,0.057,117.83
51,3.86,0.005,48.4
52,9.73,0.097,78.58
53,2.53,0.09,31.77
54,7.78,0.065,76.4
55,3.38,0.017,127.12
56,9.61,0.058,110.16
57,3.85,0.014,50.25
58,4.9,0.081,96.4
59,4.75,0.092,36.69
