timestamp,throughput,loss_rate,rtt
0,7.34,0.051,92.29
1,4.58,0.068,80.92
2,3.62,0.052,44.06
3,5.2,0.017,148.18
4,5.63,0.083,55.46
5,3.77,0.057,101.24
6,9.48,0.093,45.39
7,7.3,0.03,62.68
8,5.79,0.049,114.49
9,8.22,0.098,104.03
10,2.31,0.067,37.34
11,8.18,0.077,54.98
12,3.69,0.069,95.35
13,3.83,0.005,83.1
14,7.29,0.055,128.49
15,3.15,0.043,79.84
16,9.15,0.015,129.12
17,6.97,0.065,106.54
18,6.83,0.081,46.98
19,8.88,0.054,37.22
20,6.95,0.084,64.82
21,7.99,0.016,122.65
22,5.75,0.069,45.06
23,9.7,0.045,147.5
24,9.14,0.029,123.25
25,7.65,0.092,86.31
26,8.47,0.074,40.27
27,5.38,0.03,100.07
28,3.0,0.003,45.68
29,5.37,0.022,113.6
30,3.59,0.088,101.2
31,8.44,0.097,92.53
32,9.99,0.005,63.99
33,9.94,0.05,59.49
34,4.02,0.052,145.9
35,4.54,0.077,123.99
36,5.68,0.062,131.36
37,9.69,0.052,73.3
38,6.35,0.088,125.95
39,4.79,0.082,50.38
40,5.06,0.011,89.56
41,2.69,0.067,139.4
42,6.95,0.069,60.76
43,9.91,0.018,100.03
44,4.07,0.077,68.22
45,3.42,0.071,138.54
46,8.28,0.078,85.09
47,2.49,0.084,128.91
48,5.21,0.046,82.23
49,7.54,0.019,143.51
50,4.39,0.062,88.79
51,9.78,0.044,33.9
52,3.91,0.04,50.24
53,9.53,0.015,86.44
54,7.04,0.093,104.85
55,3.82,0.026,50.66
56,5.75,0.097,36.48
57,5.06,0.083,69.67
58,9.29,0.051,135.91
59,3.64,0.091,125.9
