timestamp,throughput,loss_rate,rtt
0,4.0,0.049,42.95
1,6.36,0.098,86.47
2,9.39,0.068,135.38
3,3.54,0.05,97.64
4,7.29,0.067,32.86
5,7.15,0.065,131.07
6,9.62,0.001,76.21
7,3.49,0.089,78.82
8,4.74,0.046,117.14
9,2.02,0.019,147.83
10,3.51,0.059,126.91
11,8.5,0.002,69.85
12,9.09,0.024,97.22
13,5.33,0.004,132.37
14,3.26,0.048,89.78
15,3.42,0.02,63.8
16,2.07,0.031,42.42
17,3.49,0.001,109.96
18,2.54,0.033,144.81
19,5.68,0.076,39.95
20,6.65,0.031,68.33
21,2.64,0.069,76.32
22,3.01,0.017,97.5
23,4.96,0.087,127.73
24,4.8,0.055,98.18
25,9.86,0.075,118.49
26,5.16,0.008,128.38
27,8.35,0.072,67.92
28,5.82,0.059,77.59
29,5.99,0.025,114.12
30,2.19,0.047,146.14
31,9.74,0.09,139.34
32,7.71,0.008,37.65
33,8.07,0.073,53.1
34,5.13,0.068,121.15
35,4.37,0.019,43.43
36,7.06,0.005,113.99
37,7.76,0.055,65.45
38,4.0,0.093,104.35
39,2.07,0.031,37.9
40,7.52,0.023,75.65
41,6.17,0.015,113.18
42,4.84,0.063,79.69
43,3.85,0.018,149.98
44,7.46,0.078,49.75
45,2.76,0.082,146.94
46,2.22,0.041,104.1
47,5.54,0.006,109.44
48,4.47,0.086,43.3
49,2.13,0.051,39.15
50,7.29,0.034,78.71
51,6.53,0.05,77.0
52,3.18,0.092,134.36
53,4.43,0.079,41.04
54,9.35,0.081,35.39
55,4.2,0.092,101.86
56,8.12,0.013,135.21
57,6.75,0.023,139.63
58,6.81,0.057,117.44
59,5.87,0.048,85.31
