timestamp,throughput,loss_rate,rtt
0,7.32,0.009,64.03
1,2.73,0.041,126.06
2,2.47,0.045,127.22
3,6.88,0.1,133.15
4,3.23,0.002,42.99
5,9.11,0.086,47.77
6,6.9,0.013,52.29
7,5.89,0.042,135.39
8,7.29,0.085,107.11
9,8.44,0.027,142.19
10,9.5,0.071,62.04
11,6.13,0.099,148.18
12,7.4,0.052,101.72
13,7.65,0.013,146.4
14,3.53,0.014,37.51
15,4.86,0.07,88.4
16,8.43,0.07,111.68
17,9.98,0.043,66.33
18,3.81,0.036,143.51
19,8.09,0.089,52.84
20,7.8,0.079,69.82
21,7.35,0.091,59.84
22,9.08,0.047,43.5
23,7.43,0.096,91.53
24,8.01,0.031,79.9
25,6.77,0.01,77.92
26,5.19,0.085,121.92
27,2.93,0.086,106.11
28,9.07,0.064,67.51
29,4.23,0.028,81.07
30,2.26,0.033,37.71
31,2.57,0.001,137.85
32,6.95,0.049,72.8
33,6.54,0.033,135.55
34,3.05,0.067,37.63
35,3.83,0.074,105.93
36,6.58,0.074,88.94
37,6.73,0.091,45.55
38,2.64,0.034,94.96
39,9.31,0.082,144.3
40,3.76,0.086,131.69
41,3.49,0.062,45.61
42,9.98,0.04,39.4
43,2.02,0.02,98.09
44,3.03,0.029,134.55
45,4.68,0.057,58.97
46,8.22,0.078,31.26
47,4.52,0.044,96.56
48,6.87,0.083,87.09
49,9.14,0.08,69.88
50,5.86,0.044,119.54
51,6.71,0.029,98.22
52,4.63,0.04,93.7
53,6.54,0.011,59.94
54,3.7,0.047,96.04
55,2.75,0.044,76.06
56,2.15,0.013,112.5
57,9.36,0.011,33.08
58,4.16,0.078,69.29
59,5.6,0.01,128.14
