timestamp,throughput,loss_rate,rtt
0,7.25,0.033,121.84
1,7.92,0.005,103.04
2,4.74,0.07,82.63
3,4.0,0.012,129.46
4,6.12,0.035,64.23
5,6.24,0.04,48.32
6,7.36,0.019,100.91
7,5.64,0.018,52.69
8,5.41,0.034,124.63
9,9.92,0.056,77.71
10,8.1,0.042,99.96
11,7.3,0.038,121.47
12,5.72,0.001,108.21
13,7.83,0.008,61.47
14,5.92,0.059,110.52
15,8.25,0.011,135.41
16,4.3,0.035,111.17
17,5.76,0.068,73.36
18,7.22,0.034,35.04
19,7.97,0.099,52.24
20,5.27,0.059,63.45
21,3.8,0.081,40.04
22,8.83,0.061,80.49
23,4.6,0.07,141.4
24,9.35,0.093,95.44
25,7.38,0.004,82.66
26,7.32,0.066,93.91
27,2.77,0.05,113.37
28,4.32,0.073,44.43
29,9.09,0.073,103.96
30,5.15,0.059,133.91
31,3.63,0.077,122.7
32,6.86,0.087,68.64
33,6.91,0.004,63.15
34,5.63,0.028,49.77
35,8.44,0.054,121.81
36,6.62,0.045,73.43
37,8.91,0.005,122.66
38,4.99,0.001,88.85
39,8.53,0.015,65.93
40,7.51,0.051,48.76
41,9.76,0.017,63.3
42,5.83,0.006,95.36
43,8.11,0.026,138.49
44,3.49,0.047,89.05
45,2.83,0.086,131.6
46,6.94,0.048,145.13
47,7.52,0.02,139.61
48,8.19,0.027,125.0
49,2.12,0.047,96.05
50,3.8,0.066,65.11
51,4.32,0.048,49.12
52,6.87,0.016,66.71
53,6.61,0.024,60.62
54,4.06,0.042,126.45
55,2.43,0.098,142.42
56,3.33,0.072,53.53
57,8.53,0.049,65.26
58,4.61,0.079,56.69
59,4.39,0.089,112.19
