timestamp,throughput,loss_rate,rtt
0,4.92,0.019,98.31
1,5.55,0.004,37.47
2,8.29,0.094,90.09
3,4.62,0.077,124.31
4,2.57,0.035,67.44
5,9.77,0.038,135.73
6,4.22,0.09,81.33
7,6.11,0.045,36.71
8,6.84,0.038,30.58
9,6.89,0.023,63.9
10,7.33,0.027,80.17
11,3.66,0.097,130.08
12,7.81,0.027,100.46
13,4.26,0.098,146.85
14,3.46,0.099,128.31
15,2.81,0.049,52.48
16,8.16,0.009,141.16
17,6.48,0.048,119.21
18,2.92,0.054,69.77
19,9.86,0.082,126.45
20,4.84,0.014,122.27
21,4.57,0.099,79.66
22,7.79,0.043,77.46
23,2.02,0.046,114.72
24,8.02,0.045,86.11
25,4.33,0.011,131.29
26,9.01,0.002,43.56
27,8.51,0.038,144.46
28,4.5,0.022,79.15
29,6.49,0.069,46.01
30,7.32,0.06,49.37
31,9.72,0.018,45.19
32,3.05,0.081,107.41
33,5.38,0.019,148.18
34,9.23,0.033,64.27
35,4.84,0.06,74.19
36,3.44,0.078,69.92
37,3.39,0.096,48.93
38,9.28,0.023,78.66
39,5.54,0.065,61.93
40,2.39,0.084,146.48
41,7.71,0.044,148.88
42,2.56,0.05,84.63
43,4.66,0.063,149.61
44,6.77,0.097,102.29
45,2.5,0.092,118.6
46,6.42,0.1,149.13
47,9.27,0.091,48.93
48,7.37,0.035,85.82
49,5.13,0.027,111.62
50,4.28,0.028,110.5
51,5.0,0.026,75.66
52,5.03,0.044,99.57
53,7.19,0.001,134.39
54,8.23,0.001,39.61
55,8.57,0.034,44.34
56,6.5,0.024,125.97
57,2.51,0.034,131.86
58,5.79,0.029,43.8
59,7.37,0.016,93.02
