timestamp,throughput,loss_rate,rtt
0,2.75,0.013,79.61
1,9.32,0.008,43.84
2,4.33,0.027,57.37
3,3.81,0.087,147.16
4,9.45,0.081,36.33
5,8.99,0.089,112.97
6,4.25,0.003,142.49
7,8.62,0.069,73.96
8,6.1,0.046,69.84
9,9.89,0.01,136.53
10,5.53,0.054,144.72
11,5.09,0.052,38.64
12,2.07,0.043,68.95
13,7.49,0.064,32.53
14,3.91,0.048,61.19
15,6.03,0.005,108.94
16,6.21,0.068,75.95
17,8.69,0.003,40.6
18,9.49,0.01,30.43
19,8.09,0.014,95.98
20,6.59,0.03,120.95
21,8.33,0.006,79.28
22,9.95,0.032,57.03
23,4.26,0.072,63.54
24,7.63,0.019,39.99
25,2.26,0.003,109.02
26,3.16,0.086,93.82
27,9.84,0.032,132.74
28,2.94,0.058,60.96
29,3.93,0.096,109.1
30,2.79,0.029,82.8
31,7.63,0.067,58.46
32,4.11,0.018,48.58
33,8.58,0.08,42.93
34,2.15,0.058,32.5
35,7.08,0.074,108.49
36,9.19,0.078,123.63
37,3.89,0.034,58.13
38,6.92,0.057,128.33
39,9.52,0.078,83.13
40,9.24,0.0,111.76
41,7.17,0.03,30.94
42,7.55,0.043,136.94
43,3.7,0.094,64.09
44,2.7,0.073,134.89
45,3.83,0.022,36.33
46,7.92,0.06,120.19
47,5.62,0.041,42.36
48,9.77,0.051,96.18
49,7.85,0.034,121.71
50,7.79,0.072,89.77
51,6.78,0.014,149.63
52,9.27,0.062,100.41
53,2.82,0.072,61.56
54,3.53,0.097,89.35
55,5.71,0.078,57.72
56,8.91,0.065,43.22
57,3.08,0.041,31.75
58,9.56,0.011,137.18
59,6.75,0.005,78.5
