timestamp,throughput,loss_rate,rtt
0,3.68,0.017,104.61
1,8.42,0.009,32.67
2,2.55,0.015,125.13
3,8.48,0.055,85.39
4,5.91,0.005,85.54
5,6.01,0.007,44.13
6,6.56,0.095,70.89
7,5.16,0.076,86.33
8,7.81,0.066,93.64
9,4.91,0.014,99.59
10,4.71,0.096,101.83
11,7.75,0.06,111.78
12,3.77,0.04,37.82
13,6.29,0.069,62.74
14,2.86,0.092,94.16
15,5.94,0.07,147.52
16,9.88,0.049,107.37
17,3.75,0.087,47.23
18,8.0,0.041,61.89
19,3.97,0.019,116.98
20,6.76,0.047,86.27
21,4.48,0.089,111.74
22,4.61,0.004,31.31
23,6.12,0.078,101.06
24,2.91,0.056,37.8
25,7.59,0.081,66.62
26,3.73,0.071,120.45
27,3.6,0.005,79.46
28,7.32,0.018,115.05
29,8.52,0.085,142.89
30,5.42,0.096,75.88
31,9.15,0.045,93.28
32,9.94,0.086,123.71
33,6.14,0.078,117.21
34,3.38,0.067,41.1
35,6.09,0.03,130.05
36,4.75,0.056,117.85
37,3.7,0.026,55.7
38,7.11,0.062,33.35
39,6.68,0.086,94.96
40,6.27,0.039,97.69
41,6.67,0.088,69.76
42,9.25,0.083,53.51
43,8.87,0.094,45.11
44,6.87,0.089,124.83
45,3.5,0.047,149.72
46,3.44,0.017,136.96
47,9.29,0.031,95.88
48,4.99,0.067,92.82
49,5.11,0.021,120.78
50,7.73,0.015,35.05
51,3.13,0.066,83.91
52,4.61,0.083,111.49
53,7.18,0.015,74.63
54,6.43,0.08,34.58
55,8.08,0.066,81.09
56,4.46,0.098,58.0
57,7.81,0.083,135.49
58,9.27,0.002,67.62
59,2.37,0.035,127.23
