timestamp,throughput,loss_rate,rtt
0,6.18,0.085,105.22
1,7.7,0.086,31.02
2,8.25,0.059,69.84
3,7.17,0.01,43.54
4,5.27,0.047,125.27
5,9.32,0.003,135.95
6,6.32,0.016,133.14
7,9.0,0.082,144.46
8,8.44,0.092,133.66
9,5.23,0.061,35.6
10,5.28,0.035,53.28
11,4.11,0.064,77.73
12,4.05,0.062,66.82
13,6.27,0.067,59.88
14,6.54,0.021,100.99
15,8.79,0.013,103.61
16,7.52,0.052,86.79
17,5.23,0.033,89.23
18,4.31,0.028,117.56
19,6.14,0.098,61.25
20,9.08,0.077,100.93
21,8.94,0.036,35.2
22,7.72,0.075,123.4
23,4.53,0.01,54.07
24,4.69,0.025,118.66
25,3.07,0.075,40.16
26,4.16,0.089,129.93
27,4.5,0.036,133.01
28,7.29,0.038,101.34
29,3.44,0.044,143.7
30,7.0,0.013,115.74
31,4.38,0.035,123.0
32,5.54,0.097,109.22
33,9.45,0.053,122.88
34,7.51,0.087,60.62
35,7.39,0.038,93.7
36,2.38,0.07,45.49
37,9.36,0.075,118.85
38,9.45,0.007,106.31
39,8.23,0.08,73.98
40,3.81,0.085,103.75
41,2.09,0.054,131.12
42,5.46,0.1,32.59
43,6.39,0.04,140.63
44,8.06,0.021,138.63
45,6.12,0.085,89.48
46,9.07,0.062,103.53
47,9.51,0.099,77.56
48,5.56,0.048,99.11
49,3.41,0.077,110.37
50,8.18,0.025,126.9
51,3.47,0.032,140.44
52,4.31,0.098,88.52
53,5.39,0.083,98.27
54,8.54,0.077,33.14
55,2.96,0.042,108.27
56,4.66,0.083,134.39
57,6.68,0.008,102.07
58,9.08,0.075,76.02
59,4.63,0.026,86.08
