timestamp,throughput,loss_rate,rtt
0,6.06,0.085,69.14
1,5.69,0.08,60.08
2,8.79,0.061,123.15
3,5.89,0.077,82.67
4,7.99,0.086,69.73
5,9.9,0.033,47.83
6,9.72,0.05,68.97
7,5.01,0.027,110.0
8,6.35,0.043,99.98
9,2.21,0.036,75.53
10,3.7,0.027,105.52
11,4.44,0.005,108.47
12,2.6,0.066,52.27
13,4.03,0.012,139.0
14,9.82,0.088,47.54
15,6.79,0.04,140.25
16,5.41,0.035,61.9
17,2.06,0.1,127.78
18,4.1,0.027,62.43
19,4.18,0.067,130.89
20,7.47,0.031,106.51
21,8.48,0.095,55.09
22,2.65,0.097,61.69
23,8.46,0.069,118.78
24,4.82,0.005,35.4
25,6.26,0.063,109.37
26,3.63,0.084,84.67
27,7.75,0.007,140.26
28,9.02,0.076,129.68
29,3.97,0.038,117.1
30,9.57,0.087,37.52
31,3.87,0.026,134.98
32,4.77,0.089,98.27
33,2.78,0.02,90.59
34,2.17,0.034,125.65
35,7.27,0.072,34.22
36,6.46,0.033,33.9
37,8.89,0.062,123.15
38,8.42,0.059,61.33
39,7.68,0.053,137.65
40,3.3,0.002,76.95
41,9.82,0.05,110.43
42,9.1,0.087,133.93
43,9.79,0.068,93.72
44,8.06,0.03,106.01
45,8.52,0.098,73.64
46,5.8,0.039,69.22
47,5.47,0.008,56.95
48,9.92,0.034,111.26
49,9.5,0.09,135.93
50,7.77,0.037,95.84
51,4.26,0.045,36.93
52,3.87,0.052,91.15
53,3.79,0.094,66.88
54,6.95,0.022,119.13
55,8.92,0.024,67.07
56,9.39,0.1,112.82
57,3.38,0.062,53.99
58,5.28,0.062,34.89
59,4.46,0.074,100.24
