timestamp,throughput,loss_rate,rtt
0,6.56,0.082,146.53
1,7.1,0.033,58.11
2,7.29,0.04,63.97
3,5.48,0.053,86.52
4,4.84,0.03,92.55
5,6.22,0.01,99.63
6,2.48,0.011,126.09
7,2.72,0.069,132.33
8,4.7,0.064,53.97
9,3.87,0.056,110.72
10,8.22,0.034,140.83
11,7.62,0.098,43.02
12,9.38,0.064,110.22
13,5.16,0.042,80.99
14,7.09,0.067,118.61
15,4.23,0.063,47.35
16,3.99,0.026,107.64
17,5.33,0.057,112.38
18,8.5,0.061,90.77
19,7.65,0.058,72.52
20,7.0,0.012,122.71
21,4.81,0.052,124.57
22,2.51,0.091,140.18
23,7.59,0.061,115.96
24,5.57,0.09,133.06
25,5.83,0.053,39.36
26,4.44,0.017,105.3
27,5.39,0.089,140.9
28,7.73,0.034,103.95
29,3.73,0.065,121.25
30,8.87,0.001,95.88
31,2.74,0.003,83.25
32,6.79,0.044,111.56
33,2.25,0.072,44.96
34,9.01,0.063,134.22
35,9.43,0.023,70.23
36,4.84,0.094,85.94
37,9.74,0.093,149.59
38,3.87,0.0,123.24
39,9.54,0.067,30.63
40,6.25,0.017,77.65
41,3.97,0.033,83.96
42,2.8,0.001,47.52
43,6.82,0.095,142.08
44,9.56,0.021,113.71
45,7.79,0.081,50.95
46,2.48,0.027,118.05
47,6.08,0.076,89.18
48,3.65,0.081,40.71
49,4.25,0.031,86.3
50,3.81,0.016,42.23
51,2.53,0.051,125.14
52,5.61,0.031,142.01
53,6.92,0.064,92.87
54,8.21,0.026,99.42
55,6.15,0.062,114.0
56,4.8,0.072,48.29
57,3.01,0.07,66.52
58,2.64,0.042,38.46
59,7.23,0.092,78.86
