timestamp,throughput,loss_rate,rtt
0,3.87,0.018,90.61
1,9.98,0.013,126.33
2,7.76,0.093,125.26
3,3.55,0.04,98.01
4,9.85,0.06,87.59
5,2.83,0.021,105.53
6,2.95,0.061,106.61
7,5.99,0.072,104.93
8,4.18,0.057,128.18
9,6.61,0.043,111.66
10,9.47,0.088,90.12
11,5.26,0.071,40.57
12,7.08,0.043,34.0
13,5.76,0.07,91.36
14,9.03,0.031,81.26
15,2.71,0.032,112.16
16,5.37,0.096,89.72
17,3.98,0.021,52.24
18,5.97,0.024,41.21
19,3.14,0.056,53.68
20,5.19,0.06,99.34
21,3.25,0.076,74.61
22,4.24,0.05,119.04
23,4.94,0.017,63.24
24,4.86,0.086,136.38
25,4.53,0.064,137.84
26,8.77,0.092,77.46
27,2.55,0.002,86.76
28,6.54,0.077,129.22
29,9.97,0.004,103.31
30,5.33,0.033,35.32
31,5.04,0.067,148.34
32,2.54,0.007,86.79
33,6.67,0.054,132.29
34,6.97,0.015,50.98
35,9.84,0.036,113.79
36,3.68,0.017,94.44
37,7.56,0.03,89.4
38,6.3,0.041,45.65
39,3.11,0.005,144.4
40,5.85,0.041,148.01
41,2.83,0.016,122.17
42,7.88,0.021,89.21
43,8.33,0.054,66.69
44,2.98,0.057,91.07
45,7.84,0.097,105.28
46,4.43,0.036,33.72
47,9.52,0.001,77.1
48,2.43,0.049,66.01
49,4.2,0.091,104.75
50,9.42,0.067,130.51
51,9.14,0.078,39.87
52,9.31,0.095,42.03
53,4.04,0.051,137.64
54,2.37,0.077,59.19
55,8.32,0.068,126.99
56,6.1,0.092,97.42
57,6.99,0.07,80.57
58,3.93,0.093,122.33
59,9.47,0.01,33.76
