timestamp,throughput,loss_rate,rtt
0,7.95,0.051,107.89
1,3.36,0.049,62.88
2,7.82,0.073,92.57
3,9.91,0.076,67.56
4,2.79,0.008,134.37
5,7.59,0.044,36.63
6,6.0,0.012,138.02
7,5.86,0.08,87.6
8,2.44,0.095,142.56
9,8.09,0.055,120.22
10,4.4,0.033,76.72
11,8.16,0.026,134.62
12,5.49,0.022,120.27
13,2.38,0.022,78.63
14,6.12,0.065,31.44
15,9.41,0.04,125.54
16,4.82,0.055,77.37
17,3.87,0.054,97.48
18,8.06,0.073,98.31
19,3.95,0.085,142.5
20,6.91,0.086,73.14
21,9.81,0.033,103.02
22,8.31,0.057,99.05
23,5.16,0.065,72.43
24,7.36,0.054,74.26
25,9.91,0.051,99.44
26,9.64,0.096,134.05
27,3.66,0.057,48.12
28,9.43,0.035,99.44
29,3.27,0.032,83.7
30,5.75,0.06,121.25
31,7.83,0.03,69.78
32,4.04,0.016,78.31
33,3.83,0.068,98.5
34,5.19,0.037,97.34
35,6.95,0.084,131.26
36,7.14,0.039,74.33
37,2.93,0.054,110.08
38,8.77,0.06,147.05
39,6.78,0.082,77.09
40,3.07,0.045,115.53
41,4.11,0.003,43.94
42,3.91,0.029,50.72
43,7.57,0.038,62.71
44,7.09,0.06,130.67
45,2.12,0.062,32.28
46,9.16,0.084,118.93
47,7.9,0.024,47.95
48,5.71,0.02,104.65
49,8.35,0.063,84.05
50,4.24,0.02,53.76
51,2.15,0.008,65.53
52,2.62,0.01,126.38
53,9.92,0.045,137.09
54,7.25,0.042,57.75
55,7.27,0.03,144.97
56,6.95,0.01,69.34
57,9.27,0.082,55.91
58,2.66,0.051,69.75
59,6.28,0.06,69.36
