timestamp,throughput,loss_rate,rtt
0,4.37,0.082,91.47
1,9.31,0.006,60.53
2,3.75,0.061,67.52
3,4.99,0.036,120.99
4,3.42,0.057,98.98
5,7.85,0.048,33.93
6,7.33,0.02,42.55
7,5.1,0.083,101.31
8,7.26,0.074,53.4
9,8.39,0.018,145.22
10,2.2,0.011,121.86
11,6.42,0.078,47.42
12,6.24,0.034,140.54
13,8.07,0.01,87.56
14,2.48,0.038,62.06
15,9.08,0.084,38.35
16,6.78,0.054,127.08
17,7.51,0.07,65.47
18,6.78,0.027,74.54
19,9.26,0.015,130.73
20,4.85,0.08,124.59
21,9.59,0.053,147.05
22,5.38,0.072,108.48
23,4.99,0.057,147.26
24,6.36,0.03,101.27
25,7.17,0.07,117.28
26,3.55,0.06,108.06
27,4.69,0.095,108.95
28,9.83,0.055,83.31
29,6.68,0.006,69.96
30,7.24,0.076,133.65
31,4.9,0.024,36.03
32,6.75,0.088,44.24
33,9.09,0.077,138.07
34,8.63,0.051,46.58
35,4.81,0.028,100.02
36,8.25,0.032,115.72
37,7.58,0.065,97.4
38,6.5,0.067,62.76
39,7.74,0.026,68.8
40,8.18,0.068,101.81
41,3.73,0.026,67.62
42,5.35,0.008,93.19
43,6.16,0.049,91.81
44,4.44,0.065,113.87
45,5.26,0.06,38.22
46,4.21,0.027,140.22
47,8.63,0.011,62.62
48,4.1,0.085,104.48
49,8.33,0.073,137.72
50,8.54,0.009,96.59
51,9.01,0.056,130.27
52,2.25,0.086,126.76
53,8.14,0.059,90.42
54,5.93,0.036,58.22
55,6.6,0.091,107.91
56,4.48,0.091,104.15
57,9.19,0.094,80.89
58,6.04,0.002,117.78
59,8.56,0.091,58.11
