timestamp,throughput,loss_rate,rtt
0,4.78,0.051,121.45
1,9.26,0.093,56.76
2,4.43,0.046,141.1
3,7.99,0.012,81.4
4,2.22,0.017,32.77
5,3.03,0.069,105.4
6,7.7,0.024,117.52
7,6.06,0.088,148.97
8,9.06,0.061,86.28
9,2.15,0.078,75.35
10,4.73,0.08,79.31
11,7.27,0.045,67.14
12,2.56,0.064,84.38
13,4.66,0.065,77.68
14,4.83,0.033,40.87
15,6.8,0.001,59.49
16,3.96,0.014,143.73
17,2.86,0.065,111.48
18,6.58,0.08,30.92
19,5.96,0.011,133.88
20,9.09,0.075,35.05
21,5.51,0.077,54.18
22,4.52,0.037,57.39
23,3.6,0.009,30.53
24,2.87,0.068,31.95
25,5.75,0.049,66.84
26,7.26,0.013,57.76
27,8.11,0.044,108.29
28,5.64,0.04,111.11
29,3.0,0.029,53.07
30,3.74,0.092,115.04
31,2.26,0.016,135.48
32,2.16,0.046,75.31
33,4.32,0.005,146.6
34,8.12,0.086,70.59
35,5.32,0.063,31.78
36,9.55,0.053,142.87
37,9.21,0.02,142.21
38,2.81,0.018,52.84
39,4.19,0.097,34.68
40,2.36,0.092,114.06
41,4.61,0.049,39.44
42,7.54,0.015,99.69
43,3.64,0.079,71.28
44,3.56,0.061,93.23
45,4.39,0.019,80.57
46,5.92,0.092,65.33
47,5.82,0.057,37.47
48,3.12,0.028,104.44
49,3.38,0.001,143.45
50,9.66,0.017,100.14
51,2.74,0.033,144.17
52,7.61,0.017,68.27
53,7.99,0.076,65.7
54,2.65,0.1,102.46
55,7.92,0.033,82.37
56,5.16,0.083,102.45
57,7.81,0.043,71.66
58,9.1,0.044,113.17
59,3.18,0.014,111.32
