timestamp,throughput,loss_rate,rtt
0,6.99,0.082,147.25
1,2.84,0.094,97.47
2,5.1,0.096,45.36
3,2.53,0.019,98.58
4,9.35,0.038,95.96
5,2.03,0.026,103.84
6,3.12,0.082,55.86
7,4.68,0.044,44.28
8,8.37,0.045,113.75
9,3.06,0.004,130.04
10,4.56,0.033,76.89
11,6.32,0.028,142.81
12,2.05,0.009,48.27
13,5.48,0.065,99.17
14,3.73,0.088,117.17
15,9.41,0.093,89.1
16,2.82,0.057,131.09
17,8.02,0.086,85.8
18,5.5,0.088,144.96
19,6.71,0.031,138.64
20,6.95,0.035,78.54
21,4.12,0.046,116.01
22,8.35,0.001,60.41
23,4.33,0.051,38.59
24,4.26,0.001,65.96
25,6.03,0.034,36.09
26,9.16,0.014,69.87
27,2.96,0.011,131.66
28,7.6,0.01,39.64
29,4.89,0.04,103.57
30,3.2,0.073,143.78
31,7.52,0.081,61.35
32,5.25,0.03,137.39
33,4.18,0.063,103.42
34,4.12,0.021,38.25
35,4.21,0.097,85.0
36,5.91,0.063,102.53
37,5.57,0.011,102.44
38,2.38,0.075,65.36
39,8.88,0.009,76.03
40,9.36,0.085,123.25
41,7.2,0.015,80.85
42,9.65,0.069,40.04
43,5.92,0.055,96.21
44,7.82,0.069,148.48
45,2.76,0.058,59.28
46,4.61,0.03,41.96
47,5.39,0.039,91.65
48,5.45,0.072,36.96
49,7.47,0.026,58.38
50,9.29,0.091,134.59
51,7.25,0.019,59.61
52,2.18,0.079,126.31
53,2.81,0.008,112.13
54,3.45,0.038,145.56
55,2.21,0.055,77.28
56,3.55,0.036,139.71
57,8.95,0.068,116.94
58,9.84,0.0,103.69
59,3.49,0.024,85.62
