timestamp,throughput,loss_rate,rtt
0,9.88,0.083,126.66
1,7.98,0.011,144.43
2,6.41,0.052,101.36
3,6.79,0.064,100.51
4,7.72,0.031,70.69
5,5.3,0.1,133.28
6,5.32,0.021,134.42
7,5.47,0.008,55.81
8,7.51,0.087,142.7
9,9.32,0.1,72.05
10,5.75,0.001,66.22
11,4.12,0.069,43.1
12,8.49,0.03,128.97
13,8.56,0.052,105.2
14,7.89,0.083,70.96
15,2.56,0.055,60.28
16,3.54,0.037,31.72
17,2.54,0.096,51.79
18,8.41,0.029,36.85
19,4.62,0.014,99.58
20,3.0,0.082,44.7
21,6.62,0.01,72.1
22,5.86,0.001,46.55
23,6.15,0.085,88.6
24,9.18,0.036,137.08
25,3.94,0.09,122.79
26,4.07,0.046,125.37
27,3.73,0.007,87.29
28,3.65,0.061,145.29
29,6.27,0.004,99.28
30,2.06,0.03,63.88
31,4.68,0.041,131.59
32,8.42,0.085,35.12
33,6.66,0.043,124.62
34,8.88,0.052,113.68
35,4.05,0.07,35.83
36,9.89,0.048,129.56
37,9.93,0.044,112.29
38,9.02,0.068,143.54
39,5.35,0.026,34.39
40,5.42,0.065,75.79
41,7.32,0.016,120.17
42,6.5,0.084,73.19
43,8.12,0.014,127.98
44,8.86,0.043,75.45
45,4.63,0.041,80.08
46,8.63,0.031,74.57
47,7.86,0.043,108.57
48,5.94,0.074,126.62
49,4.94,0.051,117.03
50,3.13,0.092,93.34
51,2.99,0.027,80.23
52,7.51,0.014,87.34
53,4.51,0.062,89.83
54,5.95,0.051,31.57
55,8.7,0.068,51.97
56,3.65,0.03,47.09
57,9.04,0.045,140.09
58,8.08,0.056,53.5
59,4.45,0.008,105.54
