timestamp,throughput,loss_rate,rtt
0,8.06,0.091,70.95
1,8.18,0.092,68.82
2,6.97,0.07,129.74
3,3.34,0.067,144.6
4,5.07,0.085,40.93
5,7.32,0.052,85.17
6,6.51,0.091,66.8
7,3.89,0.018,97.78
8,5.58,0.054,39.99
9,9.06,0.053,68.17
10,7.55,0.069,125.79
11,7.39,0.084,94.9
12,8.93,0.011,59.87
13,6.78,0.069,47.68
14,8.99,0.072,65.48
15,2.89,0.029,111.33
16,7.74,0.044,94.44
17,5.85,0.097,125.26
18,4.8,0.096,39.76
19,3.35,0.05,47.18
20,5.69,0.001,76.19
21,8.07,0.075,90.32
22,7.45,0.033,36.2
23,4.97,0.017,68.82
24,8.26,0.087,36.96
25,5.79,0.027,36.78
26,4.55,0.061,143.1
27,9.92,0.032,61.38
28,8.53,0.046,64.07
29,4.48,0.065,32.71
30,2.85,0.034,149.16
31,6.43,0.003,108.51
32,3.45,0.065,55.95
33,4.32,0.055,146.91
34,8.75,0.034,90.17
35,9.75,0.064,75.75
36,8.42,0.001,96.98
37,8.15,0.063,108.54
38,2.96,0.005,106.14
39,8.13,0.012,136.8
40,8.21,0.045,123.7
41,8.16,0.019,33.25
42,6.37,0.098,48.7
43,2.13,0.072,99.93
44,7.05,0.043,146.54
45,7.24,0.033,123.35
46,2.67,0.015,37.2
47,2.29,0.008,86.76
48,7.99,0.092,45.63
49,5.82,0.098,124.94
50,5.1,0.002,55.21
51,2.36,0.067,131.27
52,8.72,0.076,108.7
53,5.98,0.091,81.7
54,4.79,0.088,48.12
55,7.37,0.037,110.06
56,7.55,0.056,52.47
57,3.12,0.037,51.9
58,2.46,0.064,123.12
59,5.02,0.051,96.41
