timestamp,throughput,loss_rate,rtt
0,10.0,0.067,50.37
1,3.32,0.038,149.02
2,3.56,0.006,34.84
3,9.75,0.013,73.73
4,5.07,0.022,61.2
5,9.78,0.005,111.91
6,5.68,0.014,85.57
7,9.55,0.085,107.99
8,8.9,0.056,32.85
9,7.87,0.056,106.67
10,6.87,0.089,33.74
11,8.79,0.076,113.9
12,3.07,0.047,76.61
13,7.87,0.068,68.71
14,2.08,0.037,108.42
15,2.05,0.095,120.68
16,4.73,0.073,76.54
17,2.72,0.052,142.78
18,3.88,0.04,148.17
19,7.61,0.011,119.85
20,8.9,0.05,45.07
21,4.42,0.093,58.97
22,4.21,0.085,74.32
23,2.54,0.081,99.19
24,6.44,0.004,97.3
25,4.11,0.018,30.86
26,9.94,0.045,39.85
27,6.81,0.056,90.07
28,2.85,0.033,140.73
29,2.13,0.006,31.65
30,7.87,0.018,113.26
31,2.15,0.024,68.82
32,4.64,0.012,144.29
33,4.47,0.006,56.22
34,3.12,0.062,84.13
35,6.48,0.081,85.35
36,4.72,0.014,34.73
37,7.73,0.1,99.41
38,3.72,0.053,52.21
39,2.8,0.086,147.82
40,7.94,0.035,41.86
41,4.13,0.06,139.1
42,3.1,0.059,113.03
43,7.56,0.09,123.07
44,6.02,0.057,80.66
45,7.07,0.064,107.84
46,8.21,0.047,30.69
47,8.94,0.057,65.0
48,4.65,0.025,113.19
49,6.28,0.045,56.57
50,4.31,0.015,136.45
51,4.55,0.045,144.86
52,5.65,0.089,125.91
53,5.1,0.073,130.19
54,9.36,0.047,88.43
55,4.84,0.036,106.53
56,8.65,0.019,104.22
57,8.29,0.035,73.92
58,2.9,0.0,135.74
59,7.99,0.046,139.71
