timestamp,throughput,loss_rate,rtt
0,4.21,0.074,69.73
1,8.5,0.0,145.21
2,2.99,0.008,32.51
3,8.19,0.004,53.9
4,7.81,0.046,91.86
5,9.63,0.002,114.27
6,7.73,0.082,137.2
7,6.65,0.072,146.8
8,5.35,0.096,134.61
9,6.61,0.053,32.26
10,9.38,0.05,129.05
11,9.39,0.052,43.33
12,9.48,0.002,147.59
13,7.36,0.016,69.4
14,3.43,0.002,59.29
15,5.65,0.042,122.51
16,5.65,0.047,116.35
17,2.49,0.02,91.79
18,4.63,0.075,137.2
19,6.04,0.095,135.29
20,4.42,0.079,41.77
21,2.97,0.074,120.0
22,8.78,0.015,129.41
23,8.49,0.014,39.02
24,5.63,0.061,60.01
25,5.17,0.078,142.4
26,2.78,0.057,35.51
27,8.68,0.073,60.98
28,9.03,0.032,89.07
29,8.3,0.015,122.29
30,6.35,0.037,46.16
31,6.44,0.095,56.43
32,8.77,0.059,132.86
33,3.89,0.047,42.33
34,5.11,0.063,52.79
35,3.75,0.08,119.9
36,5.37,0.076,103.75
37,6.67,0.037,119.02
38,6.74,0.029,99.75
39,3.95,0.068,38.93
40,6.99,0.03,134.38
41,8.67,0.04,128.03
42,3.46,0.066,43.64
43,7.57,0.075,93.8
44,7.76,0.032,114.38
45,9.45,0.04,77.01
46,8.88,0.04,132.75
47,5.96,0.058,35.75
48,4.6,0.05,125.71
49,9.74,0.002,129.4
50,4.51,0.046,121.7
51,9.46,0.061,91.59
52,3.52,0.098,94.67
53,2.59,0.088,140.53
54,7.37,0.045,40.3
55,8.65,0.031,137.31
56,3.49,0.002,112.33
57,8.62,0.042,46.66
58,2.94,0.099,131.6
59,3.71,0.005,67.84
