timestamp,throughput,loss_rate,rtt
0,5.53,0.022,147.95
1,8.61,0.035,56.59
2,8.39,0.094,128.62
3,3.01,0.001,148.74
4,3.16,0.008,118.38
5,5.94,0.043,103.32
6,8.62,0.082,97.72
7,9.67,0.014,42.43
8,3.13,0.097,79.75
9,2.99,0.03,77.05
10,9.83,0.0,32.91
11,5.84,0.093,101.59
12,3.02,0.035,85.93
13,5.26,0.099,96.28
14,2.36,0.087,131.27
15,7.73,0.09,129.29
16,5.94,0.032,81.62
17,5.05,0.066,36.52
18,8.9,0.072,128.57
19,9.14,0.048,109.35
20,2.42,0.039,82.69
21,5.49,0.078,96.3
22,7.34,0.065,32.3
23,9.61,0.057,138.06
24,8.58,0.053,107.23
25,9.0,0.063,112.87
26,4.28,0.075,35.21
27,6.69,0.01,148.25
28,9.68,0.012,78.2
29,5.71,0.02,36.14
30,8.54,0.002,128.09
31,8.94,0.027,81.02
32,6.27,0.031,124.81
33,8.3,0.045,146.65
34,8.83,0.018,140.7
35,6.09,0.092,78.42
36,3.86,0.017,86.62
37,8.07,0.027,145.71
38,4.78,0.028,145.06
39,9.12,0.059,111.2
40,2.84,0.088,148.09
41,6.32,0.027,130.64
42,9.78,0.028,73.84
43,3.58,0.043,87.73
44,9.11,0.001,93.9
45,2.42,0.075,56.97
46,9.57,0.018,99.35
47,4.28,0.06,94.83
48,9.4,0.01,123.31
49,7.68,0.082,92.8
50,7.34,0.035,71.07
51,4.75,0.027,120.07
52,5.68,0.027,128.27
53,8.13,0.011,31.86
54,9.85,0.026,87.61
55,3.6,0.067,37.82
56,6.37,0.054,122.37
57,9.87,0.051,92.37
58,8.24,0.033,121.42
59,3.37,0.074,33.25
