timestamp,throughput,loss_rate,rtt
0,8.51,0.092,139.3
1,9.1,0.008,88.9
2,2.02,0.081,131.14
3,2.75,0.071,94.02
4,3.94,0.027,83.89
5,6.79,0.062,80.93
6,3.35,0.046,70.86
7,4.8,0.058,44.76
8,2.92,0.022,37.5
9,4.61,0.026,104.15
10,2.25,0.02,70.53
11,3.88,0.065,129.38
12,4.13,0.068,121.9
13,9.81,0.024,134.46
14,7.0,0.026,54.65
15,8.22,0.023,126.54
16,7.23,0.042,131.16
17,7.31,0.045,143.2
18,6.97,0.018,55.9
19,2.15,0.09,125.27
20,6.59,0.047,128.22
21,7.97,0.089,140.86
22,6.59,0.02,38.11
23,3.87,0.023,85.27
24,7.02,0.053,138.8
25,6.75,0.089,132.39
26,2.55,0.069,134.28
27,7.28,0.093,131.75
28,9.05,0.097,32.71
29,6.27,0.082,89.43
30,9.08,0.028,58.83
31,6.08,0.089,133.3
32,3.92,0.044,35.94
33,5.59,0.005,74.53
34,5.3,0.065,147.9
35,6.55,0.06,85.98
36,6.44,0.056,121.87
37,7.96,0.049,77.1
38,7.74,0.093,96.32
39,4.88,0.025,124.24
40,9.74,0.04,64.72
41,5.92,0.06,131.28
42,4.91,0.061,94.51
43,3.88,0.092,126.45
44,9.2,0.065,79.09
45,3.81,0.029,65.92
46,3.97,0.058,61.96
47,7.97,0.059,115.36
48,2.58,0.085,86.12
49,3.7,0.007,40.09
50,5.6,0.089,88.5
51,3.48,0.055,128.36
52,5.67,0.062,41.09
53,4.35,0.028,56.62
54,5.69,0.096,51.49
55,6.07,0.048,100.17
56,2.34,0.042,89.34
57,5.47,0.068,126.61
58,4.02,0.066,110.07
59,4.88,0.03,55.59
