timestamp,throughput,loss_rate,rtt
0,4.84,0.01,133.87
1,3.05,0.033,44.86
2,7.73,0.015,87.51
3,3.01,0.029,50.91
4,4.74,0.016,76.76
5,6.49,0.009,123.39
6,7.63,0.093,64.87
7,9.38,0.018,98.11
8,7.41,0.095,101.17
9,8.98,0.074,99.41
10,2.63,0.06,74.2
11,3.95,0.058,149.71
12,7.57,0.003,124.93
13,2.21,0.002,147.14
14,7.96,0.066,132.17
15,9.88,0.032,127.46
16,8.2,0.021,68.53
17,6.95,0.018,68.47
18,4.08,0.053,104.27
19,6.72,0.038,101.35
20,6.5,0.061,145.25
21,6.0,0.007,109.96
22,2.21,0.001,83.83
23,6.66,0.044,96.03
24,5.02,0.015,77.88
25,5.28,0.064,69.79
26,2.24,0.043,75.82
27,8.27,0.042,59.42
28,3.02,0.092,142.7
29,5.12,0.04,121.5
30,4.47,0.003,76.52
31,3.54,0.009,125.7
32,5.68,0.068,38.35
33,2.29,0.055,42.9
34,8.18,0.011,87.95
35,8.2,0.031,43.41
36,4.69,0.062,139.19
37,8.8,0.099,69.18
38,4.49,0.062,138.37
39,7.36,0.075,138.0
40,4.62,0.081,39.44
41,5.84,0.089,46.52
42,4.99,0.085,146.48
43,8.63,0.049,50.0
44,3.97,0.09,142.67
45,9.67,0.004,51.41
46,7.25,0.046,46.26
47,3.66,0.008,134.6
48,5.33,0.036,50.35
49,7.44,0.035,31.85
50,2.01,0.093,91.3
51,7.7,0.013,93.83
52,6.63,0.093,48.6
53,6.83,0.004,91.45
54,6.22,0.057,66.81
55,3.56,0.046,143.0
56,5.22,0.031,67.98
57,4.98,0.006,145.31
58,5.31,0.064,113.17
59,6.32,0.072,76.34
