timestamp,throughput,loss_rate,rtt
0,7.18,0.069,117.19
1,6.12,0.062,143.69
2,9.55,0.002,115.9
3,7.15,0.053,137.78
4,5.99,0.047,54.72
5,4.19,0.032,105.51
6,9.68,0.075,112.64
7,8.93,0.037,31.52
8,3.92,0.042,128.9
9,9.01,0.079,32.73
10,6.38,0.022,145.37
11,7.88,0.04,90.46
12,2.76,0.056,143.81
13,5.37,0.082,123.25
14,6.24,0.034,105.46
15,3.56,0.072,126.18
16,6.17,0.071,118.6
17,2.45,0.084,76.96
18,4.82,0.006,108.16
19,5.65,0.026,57.04
20,4.55,0.095,86.58
21,3.84,0.057,87.05
22,6.01,0.079,138.76
23,4.15,0.064,54.36
24,2.37,0.011,53.43
25,3.65,0.086,53.19
26,7.0,0.019,35.93
27,3.05,0.028,111.34
28,7.36,0.014,147.37
29,3.92,0.058,139.62
30,2.59,0.059,32.28
31,9.49,0.075,147.88
32,6.08,0.001,49.2
33,4.82,0.074,89.18
34,7.59,0.079,143.75
35,3.91,0.084,112.12
36,7.31,0.074,113.25
37,3.83,0.038,86.0
38,2.82,0.033,134.95
39,2.26,0.047,32.85
40,4.71,0.046,131.25
41,9.29,0.009,84.97
42,4.51,0.043,136.77
43,9.58,0.089,30.48
44,9.57,0.075,132.13
45,3.9,0.085,59.17
46,4.56,0.058,40.9
47,6.0,0.0,86.66
48,8.5,0.078,66.69
49,5.49,0.035,134.69
50,8.22,0.004,128.18
51,5.91,0.023,104.13
52,9.6,0.054,137.43
53,7.15,0.011,122.14
54,8.95,0.086,149.32
55,4.89,0.079,105.25
56,7.12,0.039,55.03
57,2.54,0.001,33.92
58,4.45,0.038,98.8
59,3.43,0.097,133.05
