timestamp,throughput,loss_rate,rtt
0,2.33,0.091,135.14
1,4.61,0.014,147.78
2,4.23,0.076,98.77
3,8.48,0.0,145.41
4,4.55,0.054,52.03
5,2.49,0.008,63.43
6,9.85,0.088,105.52
7,7.4,0.058,93.86
8,4.4,0.019,89.39
9,5.98,0.025,70.76
10,8.38,0.091,108.3
11,3.67,0.079,112.98
12,6.46,0.081,120.77
13,2.37,0.064,36.92
14,3.39,0.033,124.94
15,3.56,0.038,30.83
16,7.99,0.01,36.67
17,9.4,0.006,38.99
18,6.54,0.064,47.03
19,4.89,0.083,137.63
20,7.51,0.068,110.26
21,3.88,0.077,138.87
22,3.61,0.013,102.09
23,6.06,0.013,30.78
24,2.96,0.093,113.82
25,9.28,0.067,87.94
26,7.38,0.011,68.49
27,6.77,0.052,56.66
28,8.05,0.065,143.02
29,7.68,0.058,81.43
30,2.54,0.044,105.49
31,8.17,0.094,51.25
32,8.83,0.012,138.81
33,3.57,0.062,63.15
34,7.42,0.024,145.27
35,6.12,0.082,112.15
36,4.25,0.079,47.41
37,5.42,0.063,67.82
38,3.63,0.088,148.84
39,8.49,0.076,101.64
40,5.47,0.011,109.25
41,2.04,0.077,102.62
42,5.12,0.03,41.7
43,2.36,0.064,122.52
44,2.1,0.092,64.89
45,5.12,0.079,114.57
46,3.42,0.027,32.51
47,6.54,0.066,48.19
48,2.81,0.081,106.13
49,8.8,0.051,77.12
50,3.17,0.075,118.0
51,6.94,0.045,91.01
52,6.01,0.054,139.05
53,2.09,0.039,60.75
54,4.62,0.049,143.02
55,9.16,0.01,119.63
56,5.0,0.093,91.71
57,7.87,0.039,34.38
58,9.93,0.058,144.57
59,7.34,0.086,122.81
