timestamp,throughput,loss_rate,rtt
0,4.71,0.08,68.67
1,8.23,0.017,86.87
2,3.54,0.028,143.11
3,7.53,0.042,66.23
4,2.36,0.074,136.5
5,6.49,0.046,103.21
6,6.01,0.008,103.7
7,4.63,0.017,47.23
8,6.03,0.035,137.57
9,2.56,0.089,38.88
10,8.63,0.085,80.57
11,2.09,0.051,122.1
12,6.91,0.063,45.03
13,5.56,0.076,93.06
14,9.6,0.025,120.47
15,3.96,0.055,128.07
16,7.96,0.069,135.74
17,2.68,0.047,110.75
18,9.54,0.09,42.77
19,4.5,0.086,145.89
20,7.84,0.01,53.62
21,7.24,0.097,68.37
22,8.09,0.012,94.05
23,8.23,0.022,79.09
24,3.42,0.002,105.39
25,9.67,0.007,137.78
26,8.42,0.077,109.97
27,5.34,0.071,131.29
28,7.3,0.091,78.8
29,3.27,0.05,41.31
30,4.99,0.012,69.54
31,9.58,0.093,133.46
32,8.43,0.069,146.0
33,2.92,0.018,95.51
34,2.38,0.088,61.98
35,6.92,0.057,37.84
36,7.17,0.032,78.95
37,3.49,0.056,64.98
38,6.86,0.06,80.02
39,9.59,0.047,94.21
40,2.11,0.092,65.03
41,3.43,0.066,109.1
42,6.14,0.049,124.97
43,9.64,0.01,97.12
44,6.78,0.036,122.31
45,7.69,0.099,81.22
46,6.06,0.091,113.89
47,8.49,0.084,58.18
48,2.76,0.034,102.01
49,6.79,0.025,32.03
50,8.59,0.075,123.08
51,4.15,0.056,57.31
52,9.29,0.028,115.69
53,2.63,0.088,106.01
54,6.92,0.015,94.37
55,6.79,0.05,46.94
56,2.22,0.049,140.81
57,9.37,0.039,109.32
58,2.18,0.073,103.94
59,8.33,0.091,36.59
