timestamp,throughput,loss_rate,rtt
0,8.89,0.04,126.44
1,3.77,0.018,53.51
2,6.53,0.099,129.84
3,3.08,0.098,124.32
4,2.86,0.059,102.75
5,3.53,0.026,146.61
6,4.77,0.015,107.75
7,8.93,0.057,101.68
8,6.52,0.02,108.5
9,9.88,0.036,100.38
10,4.13,0.053,85.6
11,8.56,0.079,41.5
12,7.15,0.059,47.8
13,9.19,0.073,86.92
14,9.08,0.01,126.93
15,9.21,0.057,64.25
16,2.49,0.028,81.74
17,8.22,0.058,134.69
18,3.69,0.054,135.96
19,9.43,0.056,84.68
20,9.87,0.019,109.22
21,5.97,0.093,118.41
22,8.37,0.028,148.86
23,9.67,0.034,42.63
24,9.73,0.056,149.0
25,3.02,0.079,142.1
26,8.16,0.077,65.09
27,7.69,0.007,85.26
28,5.33,0.003,122.06
29,3.16,0.024,32.89
30,4.8,0.056,66.17
31,5.65,0.059,33.63
32,4.17,0.073,54.2
33,3.14,0.087,112.21
34,5.81,0.034,134.31
35,5.87,0.057,115.79
36,4.75,0.098,121.99
37,2.82,0.086,107.29
38,2.37,0.025,105.82
39,9.06,0.026,110.86
40,2.81,0.095,31.17
41,6.58,0.023,82.47
42,9.23,0.065,106.3
43,9.03,0.05,67.18
44,2.4,0.079,70.17
45,8.76,0.03,34.22
46,9.03,0.073,74.31
47,2.14,0.023,79.74
48,4.28,0.073,74.44
49,6.78,0.076,107.88
50,7.8,0.045,143.02
51,8.4,0.087,57.69
52,9.04,0.041,142.34
53,2.88,0.029,41.79
54,8.84,0.065,125.44
55,9.09,0.08,116.43
56,4.93,0.006,106.6
57,4.95,0.034,32.58
58,6.4,0.034,85.62
59,2.82,0.018,83.4
