timestamp,throughput,loss_rate,rtt
0,7.67,0.033,40.95
1,5.14,0.066,76.72
2,7.17,0.012,76.47
3,8.97,0.03,45.59
4,8.33,0.034,69.19
5,9.9,0.003,143.97
6,5.76,0.051,91.08
7,4.78,0.09,90.53
8,8.89,0.082,30.08
9,2.66,0.005,38.8
10,3.86,0.091,77.89
11,2.96,0.013,138.85
12,6.73,0.015,90.11
13,9.19,0.001,38.02
14,4.79,0.073,87.93
15,3.08,0.01,36.72
16,5.67,0.048,53.73
17,5.04,0.093,51.09
18,3.25,0.012,85.47
19,8.53,0.031,33.45
20,2.6,0.032,124.64
21,6.64,0.056,97.3
22,9.07,0.056,111.17
23,5.08,0.072,95.09
24,7.07,0.012,41.61
25,8.36,0.079,78.52
26,8.23,0.025,90.41
27,6.4,0.026,141.04
28,8.7,0.058,103.7
29,5.84,0.066,32.08
30,5.46,0.079,112.92
31,8.11,0.054,134.72
32,3.76,0.024,93.65
33,6.22,0.057,128.33
34,4.4,0.03,34.69
35,6.91,0.057,96.81
36,8.02,0.077,48.76
37,8.75,0.073,47.69
38,9.96,0.024,90.71
39,5.78,0.087,120.24
40,9.52,0.033,79.77
41,5.09,0.009,140.17
42,2.98,0.054,81.4
43,6.85,0.089,36.74
44,5.92,0.09,136.7
45,7.6,0.028,71.35
46,3.2,0.081,100.29
47,4.24,0.093,137.32
48,6.23,0.06,94.9
49,5.62,0.004,33.33
50,6.6,0.03,98.86
51,8.5,0.098,31.23
52,7.69,0.006,36.79
53,9.6,0.029,94.78
54,3.48,0.06,97.15
55,3.96,0.033,88.45
56,2.42,0.004,109.06
57,6.52,0.06,99.64
58,4.64,0.019,44.94
59,8.92,0.05,100.08
