timestamp,throughput,loss_rate,rtt
0,8.19,0.027,121.0
1,2.48,0.098,99.71
2,7.3,0.05,140.99
3,5.82,0.055,149.44
4,5.75,0.082,128.5
5,6.99,0.094,51.75
6,2.71,0.005,68.29
7,6.22,0.062,99.76
8,4.41,0.069,44.21
9,5.08,0.059,39.63
10,2.87,0.015,146.54
11,7.31,0.091,92.63
12,4.69,0.021,144.42
13,5.55,0.096,108.08
14,5.55,0.032,103.56
15,9.48,0.038,96.46
16,3.21,0.082,76.84
17,4.75,0.035,56.67
18,8.18,0.096,50.98
19,4.63,0.023,33.08
20,7.81,0.002,84.75
21,2.18,0.018,109.64
22,5.21,0.053,41.59
23,7.08,0.001,82.88
24,7.81,0.096,139.6
25,6.28,0.087,142.81
26,7.8,0.047,89.0
27,3.75,0.058,52.09
28,6.32,0.045,127.4
29,7.89,0.046,38.09
30,3.88,0.064,31.19
31,5.87,0.003,103.32
32,8.51,0.009,34.42
33,5.24,0.1,40.57
34,8.94,0.071,45.67
35,6.3,0.058,115.87
36,9.52,0.067,80.87
37,9.89,0.012,90.39
38,3.46,0.007,130.33
39,4.41,0.058,34.24
40,8.09,0.054,149.67
41,9.78,0.078,91.84
42,9.91,0.049,140.63
43,8.0,0.028,95.74
44,5.41,0.056,104.91
45,8.49,0.092,78.02
46,8.99,0.069,45.5
47,8.15,0.095,74.39
48,6.57,0.013,73.13
49,5.17,0.013,31.42
50,6.7,0.077,83.36
51,4.85,0.088,99.64
52,3.95,0.012,71.84
53,8.42,0.034,104.3
54,3.52,0.041,41.52
55,4.11,0.069,74.79
56,3.53,0.043,96.42
57,2.75,0.071,31.3
58,8.03,0.009,67.89
59,3.95,0.064,119.13
