timestamp,throughput,loss_rate,rtt
0,5.46,0.079,138.05
1,3.65,0.043,87.29
2,4.2,0.015,55.66
3,5.1,0.016,88.71
4,5.97,0.083,77.67
5,7.62,0.024,55.16
6,6.18,0.01,77.69
7,5.39,0.079,114.24
8,7.9,0.046,111.38
9,3.81,0.078,43.19
10,8.99,0.057,98.45
11,7.63,0.015,104.92
12,5.75,0.032,48.69
13,5.6,0.086,107.05
14,8.26,0.009,88.86
15,9.45,0.033,73.16
16,3.77,0.095,58.33
17,9.09,0.02,73.88
18,6.19,0.042,88.11
19,6.42,0.039,63.2
20,3.29,0.038,83.28
21,9.34,0.095,37.83
22,2.77,0.046,99.18
23,4.05,0.01,131.94
24,4.51,0.016,52.19
25,9.59,0.024,106.88
26,2.88,0.071,71.26
27,4.0,0.067,50.18
28,2.38,0.059,91.36
29,9.81,0.082,108.59
30,5.58,0.025,92.86
31,5.97,0.01,68.08
32,5.05,0.071,44.56
33,9.72,0.049,122.47
34,7.85,0.005,126.25
35,3.36,0.028,70.24
36,7.21,0.083,139.95
37,3.51,0.036,39.69
38,7.32,0.074,82.73
39,6.67,0.07,89.27
40,3.38,0.047,32.94
41,6.59,0.075,76.97
42,5.11,0.096,121.23
43,7.65,0.095,112.24
44,2.24,0.023,127.91
45,7.41,0.066,85.02
46,2.42,0.076,130.44
47,4.65,0.027,62.6
48,4.52,0.04,45.5
49,8.9,0.046,122.17
50,3.18,0.076,91.82
51,3.03,0.007,106.1
52,9.56,0.043,96.83
53,6.8,0.043,80.37
54,4.12,0.076,31.63
55,5.84,0.047,125.3
56,4.48,0.003,136.45
57,3.31,0.066,102.23
58,6.11,0.01,41.64
59,5.52,0.014,108.94
